text,url
Report from City Attorney,https://cityclerk.lacity.org/onlinedocs/2021/21-0043_rpt_ATTY_05-25-21.pdf
Motion,https://cityclerk.lacity.org/onlinedocs/2021/21-0043_mot_01-12-2021.pdf
