text,url
"Report from Ad Hoc Committee on Unarmed Crisis Prevention, Intervention, and Community Services",https://cityclerk.lacity.org/onlinedocs/2025/25-0358_rpt_AdHocUCP_04-11-25.pdf
Motion,https://cityclerk.lacity.org/onlinedocs/2025/25-0358_misc_04-04-25.pdf
